[3, 11, 36, 108, 324, 972]
[2, 4, 8, 16, 32, 64]
[1, 3, 9, 27, 81, 243]
[3, 5, 12, 24, 48, 96]
[10, 21, 40, 80, 160, 320]
[3, 9, 27, 81, 243, 729]
[3, 6, 12, 24, 48, 96]
[7, 17, 32, 64, 128, 256]
[7, 13, 28, 56, 112, 224]
[4, 12, 36, 108, 324, 972]
[7, 14, 27, 56, 112, 224]
[6, 13, 24, 48, 96, 192]
[2, 6, 18, 54, 162, 486]
[7, 14, 28, 56, 112, 224]
[2, 6, 18, 55, 162, 486]
[3, 9, 26, 81, 243, 729]
[7, 14, 28, 55, 112, 224]
[10, 19, 40, 80, 160, 320]
[3, 8, 27, 81, 243, 729]
[8, 16, 32, 64, 128, 256]
[7, 13, 28, 57, 112, 224]
[3, 9, 28, 81, 243, 729]
[11, 20, 40, 80, 160, 320]
[4, 8, 17, 32, 64, 128]
[10, 20, 40, 79, 160, 320]
[9, 18, 36, 72, 144, 288]
[3, 10, 27, 81, 243, 729]
[9, 19, 36, 71, 144, 288]
[1, 4, 9, 28, 81, 243]
[7, 14, 28, 57, 112, 224]
[4, 8, 16, 32, 64, 128]
[9, 19, 36, 72, 144, 288]
[4, 8, 27, 81, 243, 729]
[3, 4, 8, 16, 32, 64]
[6, 12, 24, 47, 96, 192]
[6, 10, 20, 40, 80, 160]
[6, 12, 24, 48, 96, 192]
[9, 16, 33, 64, 128, 256]
[1, 1, 4, 8, 16, 32]
[8, 14, 29, 56, 112, 224]
[2, 9, 27, 81, 243, 729]
[3, 5, 18, 54, 162, 486]
[3, 6, 18, 54, 162, 486]
[1, 7, 18, 54, 162, 486]
[1, 2, 4, 8, 16, 32]
[2, 7, 18, 54, 162, 486]
[5, 10, 20, 40, 80, 160]
[8, 16, 33, 64, 128, 256]
[2, 5, 18, 55, 162, 486]
[1, 4, 9, 27, 81, 243]
[2, 5, 18, 54, 162, 486]
[5, 12, 36, 107, 324, 972]
[4, 11, 36, 108, 324, 972]
[5, 12, 36, 108, 324, 972]
[4, 11, 36, 107, 324, 972]
[2, 6, 17, 54, 162, 486]
[2, 2, 4, 8, 16, 32]
[2, 6, 19, 54, 162, 486]
[3, 10, 27, 82, 243, 729]
[3, 9, 27, 80, 243, 729]
[1, 3, 10, 27, 81, 243]
[1, 4, 9, 26, 81, 243]
[1, 2, 9, 27, 81, 243]
[1, 2, 4, 9, 16, 32]
[5, 12, 36, 109, 324, 972]
[4, 10, 27, 81, 243, 729]
[4, 13, 36, 108, 324, 972]
[2, 4, 8, 17, 32, 64]
[3, 13, 36, 107, 324, 972]
[5, 10, 20, 39, 80, 160]
[6, 11, 24, 48, 96, 192]
[10, 20, 40, 80, 160, 320]
[4, 12, 35, 108, 324, 972]
[5, 10, 20, 42, 80, 160]
[7, 12, 25, 48, 96, 192]
[4, 9, 27, 81, 243, 729]
[3, 6, 18, 55, 162, 486]
[1, 3, 8, 27, 81, 243]
[9, 17, 37, 72, 144, 288]
[6, 12, 24, 49, 96, 192]
[9, 22, 40, 80, 160, 320]
[4, 11, 35, 108, 324, 972]
[8, 16, 32, 65, 128, 256]
[7, 15, 28, 56, 112, 224]
[5, 12, 25, 48, 96, 192]
[2, 6, 18, 53, 162, 486]
[1, 6, 18, 53, 162, 486]
[7, 16, 32, 64, 128, 256]
[3, 6, 13, 24, 48, 96]
[5, 10, 21, 40, 80, 160]
[1, 6, 18, 54, 162, 486]
[8, 18, 36, 73, 144, 288]
[1, 3, 9, 26, 81, 243]
[4, 12, 36, 109, 324, 972]
[9, 20, 40, 80, 160, 320]
[1, 3, 9, 29, 81, 243]
[8, 16, 31, 64, 128, 256]
[6, 12, 25, 48, 96, 192]
[5, 11, 21, 40, 80, 160]
[11, 22, 40, 80, 160, 320]
[1, 3, 9, 28, 81, 243]
[1, 6, 18, 55, 162, 486]
[3, 9, 27, 82, 243, 729]
[2, 6, 12, 24, 48, 96]
[10, 20, 39, 80, 160, 320]
[4, 8, 15, 32, 64, 128]
[9, 15, 33, 64, 128, 256]
[7, 15, 27, 56, 112, 224]
[5, 8, 16, 32, 64, 128]
[6, 16, 31, 64, 128, 256]
[8, 14, 28, 56, 112, 224]
[4, 8, 16, 31, 64, 128]
[7, 12, 24, 48, 96, 192]
[2, 3, 8, 16, 32, 64]
[1, 3, 4, 8, 16, 32]
[8, 16, 32, 63, 128, 256]
[8, 15, 32, 64, 128, 256]
[3, 6, 11, 24, 48, 96]
[1, 7, 19, 54, 162, 486]
[4, 7, 16, 32, 64, 128]
[2, 3, 9, 27, 81, 243]
[2, 5, 8, 16, 32, 64]
[5, 12, 20, 40, 80, 160]
[3, 12, 36, 108, 324, 972]
[3, 6, 12, 25, 48, 96]
[5, 10, 19, 40, 80, 160]
[4, 9, 16, 32, 64, 128]
[4, 13, 35, 108, 324, 972]
[5, 10, 21, 39, 80, 160]
[10, 20, 39, 79, 160, 320]
[4, 9, 28, 81, 243, 729]
[7, 12, 24, 49, 96, 192]
[1, 4, 8, 16, 32, 64]
[5, 13, 24, 48, 96, 192]
[10, 20, 40, 81, 160, 320]
[7, 14, 27, 55, 112, 224]
[4, 10, 21, 40, 80, 160]
[4, 6, 12, 24, 48, 96]
[5, 9, 21, 40, 80, 160]
[3, 8, 28, 80, 243, 729]
[4, 9, 16, 31, 64, 128]
