[3, 9, 27, 81, 243, 729]
[2, 6, 18, 54, 162, 486]
[4, 8, 16, 32, 64, 128]
[2, 4, 9, 18, 36, 72]
[4, 12, 36, 108, 324, 972]
[8, 15, 30, 59, 118, 236]
[5, 10, 20, 40, 80, 160]
[2, 6, 17, 51, 153, 459]
[2, 7, 21, 63, 189, 567]
[1, 3, 9, 27, 81, 243]
[1, 4, 12, 36, 108, 324]
[2, 4, 8, 16, 32, 64]
[6, 12, 24, 49, 98, 196]
[4, 8, 16, 31, 62, 124]
[1, 2, 4, 8, 16, 32]
[4, 12, 35, 105, 315, 945]
[9, 18, 36, 72, 144, 288]
[2, 6, 18, 55, 165, 495]
[2, 6, 19, 57, 171, 513]
[2, 3, 6, 12, 24, 48]
[3, 6, 11, 22, 44, 88]
[6, 12, 24, 47, 94, 188]
[10, 20, 40, 79, 158, 316]
[7, 15, 30, 60, 120, 240]
[8, 16, 32, 64, 128, 256]
[10, 20, 40, 80, 160, 320]
[3, 8, 24, 72, 216, 648]
[2, 7, 21, 64, 192, 576]
[3, 9, 27, 80, 240, 720]
[4, 11, 34, 102, 306, 918]
[10, 19, 38, 75, 150, 300]
[1, 3, 8, 25, 75, 225]
[3, 10, 30, 90, 270, 810]
[2, 5, 15, 45, 135, 405]
[7, 14, 27, 54, 108, 216]
[7, 13, 25, 49, 98, 196]
[3, 6, 12, 24, 48, 96]
[8, 16, 33, 66, 132, 264]
[4, 13, 39, 116, 348, 1044]
[1, 2, 6, 18, 54, 162]
[10, 20, 40, 81, 162, 324]
[1, 3, 9, 26, 78, 234]
[5, 10, 21, 42, 84, 168]
[10, 21, 41, 82, 164, 328]
[6, 12, 24, 48, 96, 192]
[4, 11, 33, 99, 297, 891]
[8, 16, 32, 63, 126, 252]
[7, 14, 28, 56, 112, 224]
[8, 17, 34, 68, 136, 272]
[6, 13, 26, 52, 104, 208]
[4, 12, 36, 109, 327, 981]
[2, 6, 18, 53, 159, 477]
[1, 3, 6, 12, 24, 48]
[3, 8, 24, 73, 219, 657]
[10, 20, 39, 77, 154, 308]
