[2, 8, 26, 81, 245, 737]
[5, 17, 41, 89, 185, 377]
[1, 5, 17, 53, 161, 485]
[6, 18, 42, 90, 186, 378]
[1, 6, 21, 66, 201, 606]
[2, 8, 26, 80, 242, 728]
[1, 8, 29, 92, 281, 848]
[2, 11, 29, 64, 135, 277]
[5, 18, 44, 97, 202, 412]
[4, 18, 46, 102, 214, 438]
[8, 21, 47, 100, 205, 415]
[4, 17, 43, 95, 199, 407]
[2, 11, 38, 119, 362, 1091]
[7, 17, 37, 77, 157, 317]
[4, 11, 25, 54, 111, 225]
[5, 19, 47, 103, 215, 439]
[2, 9, 30, 93, 282, 849]
[1, 7, 25, 79, 241, 727]
[1, 10, 28, 64, 136, 280]
[6, 16, 36, 76, 156, 316]
[2, 7, 22, 67, 202, 607]
[1, 4, 14, 43, 130, 391]
[7, 20, 47, 100, 206, 418]
[6, 22, 54, 118, 246, 502]
[2, 10, 34, 106, 322, 970]
[4, 12, 29, 62, 128, 260]
[4, 12, 28, 60, 124, 252]
[1, 8, 21, 48, 102, 210]
[5, 13, 29, 61, 125, 253]
[2, 11, 40, 126, 383, 1154]
[6, 19, 45, 97, 201, 409]
[5, 20, 51, 112, 234, 478]
[3, 12, 30, 66, 138, 282]
[1, 7, 25, 78, 238, 718]
[4, 11, 25, 53, 109, 221]
[5, 20, 50, 110, 230, 470]
[3, 14, 36, 80, 168, 344]
[4, 12, 27, 58, 120, 244]
[2, 8, 20, 43, 90, 184]
[1, 7, 24, 76, 232, 700]
[2, 13, 35, 79, 167, 343]
[2, 11, 37, 116, 353, 1064]
[3, 13, 33, 73, 153, 313]
[5, 18, 44, 96, 200, 408]
[1, 4, 10, 22, 46, 94]
[3, 8, 18, 38, 78, 158]
[4, 14, 34, 74, 154, 314]
[7, 21, 49, 105, 217, 441]
[7, 24, 58, 126, 262, 534]
[1, 4, 13, 40, 121, 364]
[1, 4, 13, 39, 118, 355]
[7, 16, 34, 70, 142, 286]
[3, 16, 42, 94, 198, 406]
[5, 15, 35, 75, 155, 315]
[1, 6, 22, 69, 210, 633]
[4, 15, 37, 81, 169, 345]
[2, 11, 38, 120, 365, 1100]
[1, 4, 13, 38, 115, 346]
[3, 9, 22, 48, 99, 201]
[2, 12, 32, 72, 152, 312]
[6, 14, 30, 62, 126, 254]
[2, 9, 23, 51, 107, 219]
[5, 15, 34, 73, 151, 307]
[1, 8, 30, 96, 293, 884]
[1, 12, 34, 77, 164, 338]
[1, 5, 13, 29, 61, 125]
[2, 9, 23, 52, 109, 223]
[1, 4, 13, 41, 124, 373]
[7, 19, 43, 92, 189, 383]
[2, 8, 26, 79, 239, 719]
[1, 8, 29, 93, 284, 857]
[5, 15, 35, 74, 153, 311]
[2, 9, 30, 92, 279, 840]
[1, 6, 20, 63, 192, 579]
[6, 14, 31, 64, 130, 262]
[4, 17, 42, 93, 195, 399]
[4, 16, 40, 88, 184, 376]
[2, 9, 29, 90, 273, 822]
[2, 8, 20, 45, 94, 192]
[2, 7, 21, 64, 193, 580]
[4, 11, 24, 51, 105, 213]
[2, 7, 17, 37, 77, 157]
[2, 10, 33, 103, 313, 943]
[3, 7, 15, 31, 63, 127]
[7, 23, 55, 118, 245, 499]
[4, 15, 36, 79, 165, 337]
[1, 7, 26, 82, 250, 754]
[7, 22, 52, 112, 232, 472]
[2, 10, 26, 58, 122, 250]
[4, 9, 19, 39, 79, 159]
[1, 6, 16, 36, 76, 156]
[2, 11, 29, 65, 137, 281]
[1, 6, 21, 67, 204, 615]
[1, 12, 34, 78, 166, 342]
[3, 11, 27, 59, 123, 251]
[1, 12, 35, 80, 170, 350]
[8, 17, 35, 71, 143, 287]
[7, 18, 40, 84, 172, 348]
[1, 7, 20, 45, 95, 195]
[7, 19, 44, 92, 189, 383]
[5, 18, 44, 95, 198, 404]
[6, 15, 33, 69, 141, 285]
[6, 20, 48, 104, 216, 440]
[2, 5, 11, 23, 47, 95]
[7, 23, 55, 119, 247, 503]
[3, 9, 21, 45, 93, 189]
[1, 5, 16, 50, 152, 458]
[2, 8, 20, 44, 92, 188]
[5, 12, 25, 52, 106, 214]
[2, 8, 25, 77, 233, 701]
[6, 13, 27, 55, 111, 223]
[1, 11, 31, 71, 151, 311]
[2, 7, 22, 68, 205, 616]
[4, 16, 40, 87, 182, 372]
[6, 21, 51, 111, 231, 471]
[2, 14, 38, 87, 184, 378]
[2, 8, 27, 83, 251, 755]
[5, 11, 23, 47, 95, 191]
[4, 13, 31, 67, 139, 283]
[2, 6, 14, 30, 62, 126]
[2, 10, 34, 105, 319, 961]
[7, 20, 46, 98, 202, 410]
[1, 5, 17, 52, 158, 476]
[5, 16, 38, 82, 170, 346]
