[9, 11, 13, 15, 17, 19]
[16, 20, 23, 28, 32, 36]
[10, 17, 24, 31, 38, 45]
[19, 21, 23, 25, 27, 29]
[19, 27, 34, 41, 48, 55]
[26, 28, 30, 32, 34, 36]
[21, 27, 31, 36, 41, 46]
[27, 31, 35, 39, 43, 47]
[10, 20, 30, 39, 50, 60]
[19, 25, 31, 36, 43, 49]
[6, 9, 12, 15, 18, 21]
[32, 33, 34, 35, 36, 37]
[10, 19, 28, 35, 43, 51]
[18, 19, 21, 21, 22, 23]
[21, 29, 37, 46, 53, 61]
[36, 40, 44, 48, 52, 56]
[12, 17, 22, 27, 32, 37]
[29, 39, 49, 59, 69, 79]
[2, 6, 11, 14, 18, 22]
[8, 11, 14, 17, 20, 23]
[21, 28, 35, 41, 49, 56]
[32, 32, 34, 35, 36, 37]
[24, 27, 30, 33, 36, 39]
[23, 30, 38, 46, 54, 62]
[13, 18, 25, 31, 37, 43]
[26, 27, 28, 30, 30, 31]
[13, 20, 27, 34, 41, 48]
[25, 26, 27, 28, 29, 30]
[12, 18, 23, 31, 36, 42]
[8, 13, 18, 24, 28, 33]
[15, 19, 22, 25, 28, 31]
[32, 42, 52, 62, 72, 82]
[10, 15, 20, 25, 30, 35]
[40, 49, 58, 67, 76, 85]
[13, 18, 24, 30, 36, 42]
[1, 11, 20, 29, 38, 47]
[22, 28, 33, 40, 46, 52]
[28, 35, 42, 49, 56, 63]
[31, 34, 36, 38, 40, 42]
[7, 10, 13, 16, 19, 22]
[40, 44, 48, 52, 56, 60]
[2, 5, 9, 11, 14, 17]
[1, 11, 21, 31, 41, 51]
[10, 18, 26, 32, 39, 46]
[3, 7, 9, 12, 15, 18]
[25, 32, 41, 49, 57, 65]
[29, 36, 43, 50, 57, 64]
[30, 39, 48, 57, 66, 75]
[15, 18, 21, 24, 27, 30]
[30, 38, 46, 54, 62, 70]
[4, 11, 18, 24, 32, 39]
[22, 25, 30, 34, 38, 42]
[6, 13, 20, 27, 34, 41]
[25, 28, 28, 29, 30, 31]
[1, 5, 9, 13, 17, 21]
[27, 31, 35, 38, 40, 43]
[34, 38, 42, 46, 50, 54]
[3, 6, 8, 10, 12, 14]
[17, 22, 27, 32, 37, 42]
[2, 9, 18, 26, 34, 42]
[33, 35, 37, 38, 41, 43]
[12, 17, 21, 27, 32, 37]
[34, 41, 48, 55, 62, 69]
[29, 31, 33, 35, 37, 39]
[39, 48, 58, 68, 78, 88]
[41, 49, 58, 65, 73, 81]
[35, 40, 46, 51, 58, 64]
[31, 35, 39, 43, 47, 51]
[5, 12, 19, 26, 33, 40]
[7, 15, 23, 31, 39, 47]
[7, 15, 24, 31, 39, 47]
[16, 23, 29, 35, 41, 47]
[34, 37, 41, 43, 46, 49]
[40, 51, 60, 69, 80, 90]
[14, 14, 15, 16, 17, 18]
[32, 38, 44, 50, 56, 62]
[3, 9, 15, 21, 27, 33]
[12, 16, 20, 24, 28, 32]
[28, 36, 44, 52, 60, 68]
[17, 24, 33, 41, 49, 57]
[30, 37, 46, 54, 62, 70]
[12, 18, 23, 28, 33, 38]
[18, 25, 32, 39, 46, 53]
[36, 42, 50, 57, 64, 71]
[18, 27, 38, 48, 58, 68]
[12, 19, 27, 33, 40, 47]
[14, 15, 16, 17, 18, 19]
[4, 13, 20, 29, 36, 44]
[17, 18, 19, 20, 21, 22]
[16, 21, 26, 31, 36, 41]
[28, 31, 34, 38, 40, 43]
[11, 17, 24, 30, 35, 41]
[3, 5, 6, 7, 8, 9]
[6, 7, 11, 14, 17, 20]
[35, 45, 56, 65, 75, 85]
[38, 48, 58, 68, 78, 88]
[9, 14, 21, 27, 33, 39]
[17, 21, 25, 29, 33, 37]
[27, 29, 32, 34, 38, 41]
[40, 41, 42, 43, 44, 45]
[11, 21, 31, 41, 51, 61]
[3, 10, 17, 24, 31, 38]
[26, 26, 29, 29, 30, 31]
[29, 33, 37, 41, 45, 49]
[20, 24, 28, 32, 36, 40]
[13, 24, 34, 43, 54, 64]
[5, 10, 13, 16, 21, 25]
[31, 39, 46, 56, 63, 71]
[27, 33, 39, 45, 51, 57]
[37, 41, 44, 49, 53, 57]
[41, 42, 44, 44, 45, 46]
[23, 25, 27, 30, 31, 33]
[6, 14, 22, 30, 38, 46]
[26, 30, 34, 38, 42, 46]
[8, 10, 13, 15, 16, 18]
[14, 17, 20, 23, 26, 29]
[33, 43, 53, 63, 73, 83]
[8, 18, 28, 38, 48, 58]
[18, 25, 33, 39, 46, 53]
[17, 26, 35, 44, 53, 62]
[37, 46, 56, 66, 76, 86]
[24, 34, 44, 55, 64, 74]
[4, 6, 8, 10, 12, 14]
[7, 12, 17, 22, 27, 32]
[13, 15, 19, 22, 25, 28]
[37, 40, 45, 50, 53, 57]
[38, 48, 57, 68, 78, 88]
[14, 24, 32, 41, 50, 59]
[3, 13, 22, 31, 40, 49]
[26, 28, 30, 31, 34, 36]
[4, 6, 10, 12, 15, 18]
[20, 26, 33, 38, 44, 50]
[26, 36, 46, 56, 66, 76]
[1, 1, 3, 4, 5, 6]
[41, 50, 59, 68, 77, 86]
[27, 34, 41, 48, 55, 62]
[8, 12, 16, 20, 24, 28]
